,a casa de,a el cielo,a el contrario,a el de,a el día,a el entrar,a el escuchar,a el fin,a el general,a el hombre,a el instante,a el joven,a el lado,a el llegar,a el menos,a el mismo,a el momento,a el mundo,a el otro,a el oído,a el oír,a el parecer,a el pasar,a el pie,a el principio,a el pueblo,a el punto,a el que,a el salir,a el señor,a el suelo,a el través,a el ver,a el y,a la cabeza,a la calle,a la casa,a la ciudad,a la de,a la hora,a la joven,a la luz,a la mesa,a la mujer,a la puerta,a la que,a la sala,a la sazón,a la señora,a la vida,a la vista,a lo que,a los dos,a los ojos,a los pies,a los que,a mí me,a que se,a su casa,a su hija,a su hijo,a su lado,a su padre,a su vez,a todos los,a un hombre,a uno de,a ver a,a y a,así es que,cada uno de,cada vez más,cada vez que,casa de el,casa de la,cerca de el,cerca de la,con la cabeza,con la mano,con la mayor,con lo que,con los ojos,con que se,con toda la,de a el,de el alma,de el amor,de el brazo,de el camino,de el campo,de el cielo,de el conde,de el corazón,de el de,de el día,de el ejército,de el general,de el gobierno,de el hombre,de el joven,de el mar,de el mismo,de el mundo,de el otro,de el padre,de el país,de el pueblo,de el que,de el señor,de el sol,de el todo,de el y,de la calle,de la casa,de la ciudad,de la de,de la familia,de la hacienda,de la iglesia,de la joven,de la madre,de la mano,de la mesa,de la misma,de la muerte,de la mujer,de la naturaleza,de la noche,de la patria,de la plaza,de la puerta,de la que,de la sala,de la señora,de la sociedad,de la tierra,de la vida,de la y,de las que,de lo que,de los dos,de los hombres,de los más,de los que,de manera que,de mi alma,de mi corazón,de mi padre,de mi vida,de oro y,de que el,de que era,de que la,de que no,de que se,de su alma,de su casa,de su corazón,de su hija,de su hijo,de su madre,de su padre,de su vida,de sus ojos,de todas las,de todos los,de un hombre,de un modo,de una manera,de una mujer,de una vez,de uno de,de y de,de y el,de y la,de y que,dijo a el,dirigiendo se a,dos o tres,día en que,el alma de,el amor de,el brazo de,el camino de,el centro de,el conde de,el corazón de,el cuarto de,el cuerpo de,el de el,el de la,el deseo de,el día de,el día en,el día que,el día siguiente,el estado de,el extremo de,el fin de,el fondo de,el hijo de,el hombre de,el hombre que,el honor de,el jefe de,el lado de,el llegar a,el mismo tiempo,el momento de,el momento en,el mundo y,el nombre de,el objeto de,el padre de,el peso de,el pie de,el punto de,el que no,el que se,el recuerdo de,el resto de,el rostro de,el ruido de,el seno de,el través de,el ver la,en aquel momento,en casa de,en el acto,en el alma,en el camino,en el campo,en el centro,en el corazón,en el fondo,en el mismo,en el momento,en el mundo,en el patio,en el pecho,en el que,en el suelo,en ese momento,en este momento,en la cabeza,en la calle,en la casa,en la ciudad,en la frente,en la mano,en la mesa,en la misma,en la noche,en la plaza,en la puerta,en la que,en la sala,en la tierra,en la vida,en lo que,en nombre de,en presencia de,en que el,en que la,en que no,en que se,en su casa,en su corazón,en sus brazos,en sus manos,en toda la,en todas partes,en todos los,en una de,en uno de,en voz baja,es lo que,es preciso que,es que no,es verdad que,ha de ser,hora en que,la a el,la bondad de,la cabeza de,la cabeza y,la calle de,la calle y,la casa de,la casa y,la causa de,la de el,la de la,la entrada de,la esperanza de,la esposa de,la familia de,la fuerza de,la hija de,la historia de,la hora de,la idea de,la llegada de,la luz de,la madre de,la mano a,la mano de,la mano y,la mayor parte,la mitad de,la muerte de,la mujer que,la noche de,la noche y,la presencia de,la primera vez,la puerta de,la puerta y,la que se,la señora de,la sombra de,la vida de,la vida y,la vista de,la voz de,lado de el,lado de la,las manos de,las palabras de,las personas que,las puertas de,le a el,le dijo a,llegar a el,llegar a la,lo mismo que,lo que es,lo que ha,lo que había,lo que le,lo que me,lo que no,lo que pasaba,lo que se,lo que yo,lo único que,los brazos de,los de el,los de la,los ojos de,los ojos y,los pies de,los que se,luz de el,mayor parte de,me parece que,momento en que,más de lo,más de una,más o menos,más que el,más que un,más y más,no es verdad,no ha de,no hay que,no puede ser,no se había,no se le,no sé qué,nombre de el,otra cosa que,para ir a,para que la,para que no,para que se,parte de el,parte de la,pero a el,por la calle,por lo mismo,por lo que,por más que,por otra parte,por primera vez,por qué no,por su parte,por todas partes,puerta de el,puerta de la,que a el,que a la,que acababa de,que el de,que en el,que en la,que en su,que era el,que era un,que es el,que es la,que es un,que había sido,que iba a,que la de,que le había,que lo que,que me ha,que no era,que no es,que no había,que no le,que no lo,que no me,que no podía,que no se,que se ha,que se había,que se habían,que se hallaba,que se le,que se les,que se llama,que se me,que si no,que va a,que ya no,que yo no,salió de la,se a el,se a la,se a los,se a su,se acercó a,se apresuró a,se con el,se con la,se de el,se de la,se de su,se dirigió a,se en el,se en la,se en su,se puso a,se puso en,se trata de,sobre la mesa,todo el mundo,todo lo que,todos los días,todos los que,un hombre de,un hombre que,un momento de,un par de,un poco de,una de esas,una de las,una de sus,una especie de,uno de ellos,uno de esos,uno de los,uno de sus,y a el,y a la,y a las,y a los,y a su,y con el,y con la,y de el,y de la,y de las,y de los,y de su,y de sus,y en el,y en la,y en las,y en los,y en su,y le dijo,y lo que,y no se,y por eso,y por la,y por qué,y que la,y que no,y que se,y se dirigió,y se puso,y si no,y sin embargo,y sobre todo,y volvió a,yo no puedo,yo no sé
nh0011,0,0,0,1,2,2,0,21,0,3,1,0,6,0,0,0,0,1,3,1,3,0,2,1,2,0,0,4,1,0,1,7,8,1,0,4,2,2,1,1,0,3,1,3,4,2,1,0,1,1,3,1,1,1,0,0,1,2,2,2,0,1,0,3,0,2,1,1,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,5,3,1,2,2,0,1,1,2,0,0,0,3,0,0,0,1,1,7,1,0,4,0,2,1,1,3,5,3,0,0,1,0,0,4,2,0,0,2,6,5,4,2,0,3,0,2,2,0,2,10,0,1,7,1,4,0,0,0,0,0,0,0,0,3,1,0,1,3,5,4,2,7,3,0,2,4,5,2,0,4,0,3,1,4,5,2,0,1,0,1,4,0,0,0,1,0,1,0,1,2,3,2,2,1,1,0,0,0,2,7,0,2,7,0,0,1,0,0,8,0,0,1,1,1,1,0,3,4,2,0,2,0,2,4,5,7,0,7,2,0,0,0,0,2,1,0,1,6,1,0,2,0,1,1,3,3,1,0,3,1,0,3,2,2,1,3,1,2,3,2,1,2,1,0,10,3,0,1,4,1,0,2,0,1,1,1,3,3,1,2,0,0,0,2,0,2,1,2,2,5,0,1,1,2,2,0,1,0,0,0,5,0,0,3,12,0,5,0,1,1,0,0,0,0,0,3,0,1,1,9,0,0,0,5,5,0,3,5,2,3,3,3,0,0,2,0,1,0,1,1,0,5,4,2,2,0,1,0,2,0,1,2,4,1,0,0,1,0,1,1,0,0,1,0,0,1,1,4,0,1,1,1,0,1,2,1,1,1,0,0,1,1,0,1,0,0,3,4,3,2,0,3,3,2,0,9,0,0,3,2,1,1,0,0,0,2,2,0,2,3,1,4,2,2,2,0,1,2,6,1,0,0,4,4,0,0,0,0,0,0,2,0,6,4,2,1,0,1,0,0,0,3,4,1,2,1,1,2,0,0,2,0,0,1,0,1,3,3,1,3,8,6,1,4,2,7,7,1,3,1,0,3,1,0,2,3,4,0,2,0,0,3,2,1,0,2,0,0,1,1,0,1,0,1,1,0,1,1,4,0,0,0,0
nh0012,0,0,0,1,3,1,0,20,0,2,0,0,2,2,0,1,0,2,4,3,1,2,1,3,0,0,0,1,1,0,0,5,3,1,1,9,3,3,2,3,0,5,1,2,4,2,2,0,1,2,2,3,0,7,0,0,1,4,3,2,6,5,0,3,0,0,4,2,0,0,0,2,0,3,4,0,0,0,0,0,1,1,0,1,2,1,1,1,2,1,1,0,2,1,3,0,0,1,3,0,1,1,1,4,10,6,0,1,0,3,0,1,8,15,3,0,7,0,0,0,9,5,3,2,1,2,1,4,1,2,6,1,4,4,0,3,5,4,1,13,1,2,1,3,0,2,0,1,0,1,1,0,2,1,8,6,6,5,2,11,1,6,3,3,0,0,2,1,3,0,8,3,2,2,0,1,1,3,0,0,2,0,1,1,0,0,0,1,2,0,1,0,4,1,1,2,1,1,4,11,3,1,0,1,1,1,0,1,2,0,2,3,1,8,4,1,0,1,2,1,0,2,2,3,5,1,0,2,1,1,1,2,2,0,11,0,1,8,0,1,1,1,0,0,3,6,6,3,4,3,3,2,1,1,2,1,2,1,5,2,2,10,1,1,1,6,7,2,0,0,0,3,0,2,2,1,5,0,2,0,1,1,0,1,1,0,7,0,4,1,1,2,0,0,1,0,1,0,0,1,5,10,0,6,3,1,0,2,0,4,1,0,0,0,3,2,12,2,2,1,2,4,2,2,3,0,0,0,1,0,3,0,0,1,1,0,3,1,8,8,2,5,1,9,0,2,1,1,2,9,0,1,0,2,0,3,0,0,0,2,1,0,4,0,0,0,0,3,5,1,1,2,0,0,1,4,2,1,0,4,2,0,1,5,0,9,3,2,0,0,2,1,2,1,1,4,3,0,4,0,0,0,1,4,0,11,1,0,2,1,2,5,4,3,4,8,0,8,0,5,13,1,0,0,0,1,1,0,0,4,1,1,1,1,1,1,1,3,3,3,2,6,6,3,6,0,0,1,3,9,0,0,0,1,3,3,0,1,7,2,4,1,4,7,1,6,3,0,2,3,1,0,4,5,0,3,3,0,3,1,0,0,3,0,1,0,0,0,2,0,5,3,0,0,2,4,0,0,0,0
nh0013,6,0,0,2,3,2,1,7,0,0,0,14,26,4,1,6,0,1,3,3,3,2,7,0,1,0,7,1,1,0,6,3,15,3,1,4,1,1,2,2,7,1,1,0,0,1,6,0,1,1,0,1,0,2,2,2,1,4,9,2,11,8,5,0,4,0,0,1,7,1,1,7,17,1,3,0,3,3,0,1,0,5,2,4,1,0,1,5,1,1,4,0,3,1,7,0,0,0,0,10,19,2,2,3,1,0,0,6,0,15,0,2,15,28,3,2,1,0,2,14,0,1,9,2,0,0,1,13,0,2,14,1,18,0,2,3,4,2,0,11,2,1,0,6,0,1,2,0,2,1,1,0,3,4,3,5,7,4,4,12,5,7,9,1,6,3,0,0,0,2,3,0,1,1,2,1,1,1,7,0,0,0,4,3,5,0,2,8,3,7,4,5,2,1,3,5,0,1,1,8,1,0,1,3,0,25,4,4,1,1,0,2,0,4,0,0,4,1,0,3,2,3,5,1,3,3,2,11,0,0,0,0,3,1,7,2,0,3,2,2,0,6,0,3,5,5,4,0,2,1,0,3,0,1,6,0,12,0,0,2,0,0,0,1,0,10,4,1,2,3,2,0,1,1,4,2,1,3,0,0,0,6,0,4,3,5,5,3,15,4,0,0,1,0,1,0,2,1,0,2,2,1,5,8,2,1,1,1,3,1,0,0,0,3,1,3,19,6,1,0,3,3,1,2,2,6,4,2,1,1,11,4,0,1,4,3,3,0,3,5,0,3,0,4,0,5,1,2,4,3,1,2,2,4,3,2,2,1,1,1,3,0,9,0,0,2,3,5,2,0,0,2,0,1,7,3,6,1,3,1,0,0,6,0,4,7,1,5,7,10,15,1,0,1,3,7,7,1,2,0,0,2,0,5,2,6,3,0,3,2,4,8,2,2,1,13,1,3,2,4,15,2,0,0,1,0,1,1,0,8,4,1,1,3,0,1,0,6,3,0,6,3,4,0,2,0,0,2,3,2,7,1,0,0,2,21,1,0,6,2,5,1,1,5,1,16,1,2,3,2,2,1,11,6,4,0,3,1,3,0,1,0,5,3,3,3,0,1,3,2,4,3,1,1,0,1,3,1,2,1
nh0014,0,5,0,3,0,0,1,13,0,4,0,4,7,0,0,25,4,1,4,2,6,10,1,1,3,0,0,10,2,0,3,1,21,1,1,0,0,0,6,1,3,2,0,3,3,3,1,0,0,6,1,1,3,6,2,2,2,3,2,8,0,7,7,0,1,2,0,0,1,9,1,3,1,1,0,0,0,2,1,1,1,4,2,3,4,8,4,0,2,0,6,1,5,2,4,0,0,0,6,13,3,15,4,2,1,0,3,10,0,10,4,1,0,1,1,0,0,0,1,5,1,0,0,2,5,2,9,7,0,0,1,1,2,0,0,3,8,0,0,10,1,8,0,1,0,1,4,0,2,0,2,3,4,3,4,3,0,8,7,0,4,10,4,5,1,0,1,2,0,3,4,2,5,1,4,1,1,6,0,4,3,3,3,1,2,1,15,0,2,6,1,3,1,2,0,1,1,0,6,0,0,1,6,1,0,7,0,24,4,3,2,5,2,3,1,1,0,1,2,9,0,12,5,6,1,7,0,2,0,1,1,2,1,2,0,4,2,5,0,2,0,1,0,0,0,0,2,0,2,1,0,0,0,0,5,0,2,0,1,2,0,2,0,3,2,13,2,9,6,1,0,0,2,1,1,10,4,5,2,3,0,1,0,1,6,5,0,0,1,0,4,4,0,2,3,1,2,1,2,0,4,1,1,5,0,1,4,2,0,1,0,3,0,0,6,2,3,2,1,0,2,1,6,3,7,1,1,0,5,1,0,0,0,0,1,9,3,1,5,4,1,3,2,1,0,5,4,2,1,17,4,2,1,4,0,0,3,1,0,3,1,1,2,4,0,0,2,1,1,0,1,0,3,0,5,1,1,0,1,1,2,1,3,3,4,1,0,4,0,1,3,0,5,2,2,0,0,0,0,2,1,2,1,8,0,6,0,5,0,2,2,10,5,3,5,10,2,6,1,6,1,0,2,1,1,2,1,1,3,5,4,1,1,1,3,1,3,3,4,0,2,3,2,4,0,1,0,0,0,8,3,0,3,3,6,0,0,0,1,2,9,0,2,4,4,16,3,0,2,1,1,1,10,7,1,3,4,1,5,2,1,0,4,7,0,6,0,1,1,4,10,9,1,0,0,5,1,0,2,0
nh0015,0,5,1,5,9,2,0,40,18,0,0,1,11,8,0,10,0,2,3,2,13,3,5,5,9,0,2,5,1,6,17,3,31,9,0,8,5,6,6,17,0,6,1,2,8,9,1,1,2,3,5,9,0,1,3,14,4,2,10,0,0,7,0,0,8,1,3,1,15,2,4,2,1,3,1,10,3,7,3,0,2,13,8,4,2,6,1,1,5,5,7,0,1,1,5,11,14,1,2,1,0,2,16,6,3,3,1,6,13,3,4,8,12,18,10,2,0,0,17,0,0,2,3,2,2,0,1,6,9,13,2,5,1,0,0,5,4,15,8,34,5,1,0,16,9,5,0,0,1,5,7,3,4,11,11,0,3,0,0,0,0,1,2,1,8,7,5,0,0,1,1,4,7,7,4,3,9,6,11,2,3,2,0,4,6,1,2,7,8,9,6,5,8,1,3,10,2,1,1,9,4,1,2,1,8,14,5,9,0,5,8,7,1,0,2,5,2,1,4,1,7,2,6,0,3,1,2,1,0,3,2,3,2,3,3,2,9,4,2,2,2,12,10,3,7,8,14,2,2,20,2,2,1,10,10,4,0,1,1,0,3,0,13,2,7,20,2,0,2,2,2,5,6,2,0,3,4,0,1,0,7,3,2,2,7,4,19,0,10,4,1,10,7,1,4,0,0,4,0,2,6,5,10,6,1,3,1,5,1,5,9,2,0,4,5,2,10,3,1,1,5,8,2,3,1,4,5,3,1,0,9,9,5,7,5,1,10,6,7,7,2,2,2,3,3,4,2,12,4,2,10,4,13,2,1,2,5,2,1,3,1,3,4,1,4,13,2,3,4,17,1,2,2,0,5,13,2,1,4,6,1,1,3,0,3,4,2,4,7,2,29,7,0,2,3,3,5,5,1,2,8,5,3,4,5,6,5,2,8,5,9,3,0,6,2,18,3,17,7,3,18,8,1,3,8,3,2,3,2,17,9,3,1,7,0,3,4,6,2,1,4,7,6,1,1,2,2,1,9,4,1,1,1,0,3,4,5,1,9,0,2,3,2,12,3,57,14,10,7,3,3,11,14,10,5,7,0,1,8,10,5,4,0,6,5,3,3,3,2,4,7,11,0,0,8,2,8,3,1,2
nh0016,0,1,3,1,4,2,0,9,0,1,0,0,1,3,4,2,0,1,0,0,2,1,0,4,4,0,4,6,0,6,3,0,7,1,1,3,1,0,1,0,1,0,0,1,0,1,0,0,0,3,1,1,1,0,0,5,0,1,3,7,5,3,0,0,1,0,2,3,0,0,0,2,1,0,0,0,0,0,0,2,0,2,2,0,1,0,1,0,1,0,0,0,3,0,0,0,1,1,3,0,1,1,5,2,2,0,1,7,4,2,0,4,0,1,0,0,3,0,0,0,4,0,0,1,1,0,4,1,0,0,0,0,0,0,0,1,1,1,0,4,1,2,0,6,0,0,0,0,1,0,1,2,0,0,2,2,1,0,0,1,1,1,0,2,2,0,1,3,1,0,2,2,0,0,1,3,0,0,0,2,1,0,0,1,2,0,8,0,2,2,0,1,1,1,2,4,2,2,1,2,5,1,2,2,1,1,2,2,2,1,0,3,5,3,2,4,1,1,2,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,2,5,0,0,1,3,0,1,0,1,0,0,1,1,0,2,1,0,2,0,0,0,0,2,0,0,3,1,2,3,0,0,1,1,1,0,3,0,2,0,4,3,1,7,0,1,1,1,0,2,3,0,2,1,1,3,1,0,0,0,0,1,1,3,2,2,1,3,0,0,0,0,1,1,5,0,1,0,3,1,0,1,0,0,1,2,0,1,0,1,0,0,0,1,1,0,0,1,3,1,5,0,4,2,0,1,3,4,0,0,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,6,0,0,1,1,0,1,4,0,0,0,0,0,1,0,3,0,1,0,0,1,0,2,0,1,2,0,0,0,6,1,1,1,3,5,3,2,3,4,0,3,3,2,2,4,1,0,3,2,3,2,0,0,1,10,0,3,1,0,4,1,0,0,0,0,2,1,1,4,2,3,0,3,0,1,0,4,3,2,7,2,2,0,1,0,1,0,1,8,0,0,2,2,0,1,2,5,7,1,5,2,3,8,1,6,1,0,0,0,2,1,1,6,0,0,1,0,1,3,2,1,0,1,1,4,5,1,3,1,1,7,3,0,1,0,3,2,0,4
nh0017,11,6,9,15,4,13,2,44,29,7,5,7,55,10,4,60,19,3,17,22,9,13,6,11,10,7,3,18,8,50,4,4,31,12,6,21,22,20,10,2,5,11,16,4,49,10,66,0,19,9,6,14,5,20,9,27,6,15,21,10,2,24,6,13,17,4,11,9,18,7,9,9,6,30,9,3,8,11,12,7,6,15,10,17,19,19,18,16,8,7,20,0,17,6,19,16,63,31,13,13,3,22,25,5,6,18,28,24,75,9,1,27,37,47,32,15,12,0,1,22,2,15,15,4,4,11,6,40,27,3,27,26,38,9,21,15,35,51,4,44,23,40,9,38,10,14,5,6,22,1,4,1,14,28,14,29,11,17,3,2,11,23,22,14,19,25,11,5,0,11,11,13,27,10,13,8,29,38,12,14,10,8,17,16,8,0,28,11,15,11,11,2,13,10,12,3,11,3,8,18,8,15,10,37,32,58,6,52,21,18,10,23,9,8,3,14,3,8,14,4,8,1,14,6,4,1,27,15,37,5,8,4,6,7,10,12,32,30,13,13,4,12,50,35,13,22,26,22,4,41,9,11,13,5,34,6,20,19,18,10,6,8,19,19,7,49,22,9,3,6,4,17,10,4,10,1,35,23,12,12,14,4,10,12,43,15,66,8,74,17,19,22,13,6,5,5,15,8,17,9,5,10,3,31,5,23,53,16,14,17,6,3,14,11,15,25,110,33,11,26,6,38,9,3,18,13,14,23,23,10,11,9,10,8,9,17,20,9,7,16,14,15,2,21,24,10,9,11,4,42,18,13,19,14,10,36,23,2,10,25,4,5,1,34,10,8,7,10,9,20,8,20,10,7,20,13,16,16,15,16,5,14,6,8,10,20,3,9,24,55,27,8,41,14,18,9,3,6,7,13,7,10,3,17,8,9,7,16,18,9,23,9,13,16,8,46,20,18,8,10,20,5,13,10,5,13,5,12,4,44,24,5,19,19,3,3,4,13,11,14,8,30,21,5,9,1,10,16,19,32,20,7,11,8,18,9,20,14,28,4,14,15,14,73,9,59,42,12,18,20,12,17,36,39,14,20,25,7,35,21,6,12,14,17,8,9,8,10,25,5,25,17,1,10,14,19,24,9,11,12
nh0018,4,0,0,1,2,1,0,8,0,1,1,0,21,6,2,8,0,0,2,0,7,3,0,2,1,0,0,0,1,0,1,0,6,0,1,7,3,2,2,4,0,2,1,0,4,0,2,0,0,1,2,2,0,6,5,1,4,3,0,1,1,14,0,0,2,0,0,2,10,1,0,1,7,1,0,2,3,1,2,1,0,8,1,2,1,1,2,4,1,2,4,0,1,0,1,0,0,0,2,0,20,2,5,0,0,1,0,2,0,7,8,0,3,9,5,0,1,0,2,0,0,5,1,0,0,0,2,1,0,0,1,2,5,0,0,3,8,0,1,4,0,1,1,1,2,23,15,23,2,2,1,0,1,4,2,2,5,1,0,1,4,0,0,2,0,1,3,8,0,2,7,0,1,0,0,0,1,7,3,3,1,3,2,4,0,0,4,0,0,1,0,2,2,2,0,2,4,7,3,27,0,0,1,1,0,21,2,8,0,0,1,1,2,1,1,2,0,1,2,9,0,4,3,1,0,2,3,9,0,2,3,0,0,4,19,3,0,6,0,2,0,0,0,1,0,2,1,0,0,2,1,1,0,1,2,0,8,3,4,0,0,3,0,2,1,9,2,1,0,0,2,0,0,0,2,7,3,1,3,2,1,1,3,0,2,9,0,4,5,1,5,0,1,1,3,0,0,2,1,6,7,3,3,2,1,1,5,4,1,2,1,1,0,1,5,2,5,2,1,0,0,2,2,4,6,4,4,1,1,0,0,0,0,2,1,2,9,0,4,1,1,4,3,0,4,0,1,1,0,9,2,5,1,2,1,4,0,0,9,1,1,1,0,7,0,0,0,2,1,17,0,2,1,1,0,1,0,2,1,0,1,0,2,1,4,3,0,0,3,1,6,0,4,1,4,1,0,0,4,3,1,2,3,10,0,0,0,0,0,1,5,0,1,12,0,2,0,6,3,1,0,0,1,4,0,6,2,9,0,4,1,0,3,1,2,0,2,0,1,1,0,4,3,2,2,0,3,0,1,1,1,0,2,2,0,1,1,2,2,0,3,0,0,1,0,20,4,2,0,4,0,2,5,5,4,4,2,2,2,4,1,1,0,0,0,2,0,2,1,2,0,3,0,2,0,3,2,0,4,17
nh0019,0,0,5,0,3,0,0,3,0,0,0,0,4,1,1,1,0,0,1,0,1,0,3,0,0,0,0,6,0,3,0,1,2,0,0,1,2,1,0,0,0,0,1,0,2,4,0,0,3,0,1,1,0,2,1,2,0,1,0,0,0,2,0,1,1,0,1,0,0,2,1,0,0,0,0,2,0,4,2,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,7,2,0,0,0,0,7,3,0,1,0,0,0,1,2,0,1,0,1,0,3,0,0,1,2,0,4,0,1,2,0,1,9,1,0,0,9,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2,3,0,2,0,0,4,1,0,1,2,1,0,0,1,0,2,0,1,0,1,0,0,3,0,0,0,0,2,1,1,4,1,3,0,1,0,0,0,0,0,1,1,0,1,6,1,0,1,0,0,0,1,1,0,1,6,0,1,1,1,1,1,0,0,3,1,0,0,0,3,0,0,3,0,2,2,1,0,0,0,1,1,0,0,2,0,0,0,2,0,1,1,1,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,3,0,0,1,0,1,0,0,2,3,1,0,1,0,0,0,2,0,0,0,0,2,0,1,1,1,0,0,2,4,0,1,2,0,3,0,2,0,1,0,1,0,0,1,1,2,2,0,0,1,0,0,1,0,1,0,0,2,0,0,1,1,0,0,1,0,0,3,1,0,0,0,0,0,2,3,0,0,4,2,0,0,0,2,2,0,0,1,0,0,0,1,1,1,0,1,2,0,2,0,0,1,1,1,1,4,0,1,3,0,4,0,1,3,1,0,0,0,2,0,0,1,2,1,0,5,0,0,3,3,3,1,4,0,3,4,6,3,0,0,1,2,4,0,1,0,0,1,0,0,1,7,1,0,0,1,3,2,10,0,0,0,0,2,1,3,0,2,5,3,1,1,2,0,0,1,1,0,4,0,2,0,1,3,2,0,3,0,2,2,0,0,0
nh0020,0,3,0,1,4,1,0,10,0,0,0,0,3,1,2,2,0,3,0,0,1,1,0,1,0,2,0,0,1,1,3,0,7,2,1,1,1,6,2,0,0,1,0,1,2,1,0,2,1,1,0,0,0,2,1,2,2,0,5,0,1,3,1,2,3,1,0,1,1,0,1,3,0,1,0,0,0,0,0,0,1,0,1,0,1,1,4,0,0,2,1,0,1,2,5,0,0,0,2,0,0,3,1,11,1,3,2,4,3,3,0,3,1,0,6,0,0,0,1,1,1,0,0,2,1,0,2,0,0,1,0,4,0,0,0,0,3,3,2,4,1,1,3,6,0,0,0,0,0,1,0,4,0,2,2,0,0,2,2,2,0,5,4,0,2,1,2,0,0,0,2,1,4,1,0,0,1,0,0,0,5,1,0,4,1,0,2,1,2,4,7,0,0,1,1,4,0,1,0,0,1,0,2,3,0,4,1,2,0,0,1,7,1,1,1,1,0,2,2,1,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,1,0,5,0,3,0,1,0,2,1,0,1,2,0,2,0,0,0,4,0,0,0,0,1,2,0,0,0,1,4,5,0,0,0,0,1,0,0,1,0,0,1,1,1,3,0,0,0,1,3,1,1,0,3,0,0,1,0,0,0,0,0,0,0,4,0,1,1,6,2,2,2,1,0,0,2,2,0,0,1,2,0,0,0,1,1,1,2,0,0,2,0,0,0,0,3,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,6,0,4,0,0,0,1,0,1,0,0,2,0,1,2,0,1,0,2,0,0,2,1,2,0,1,1,0,0,1,1,3,0,2,2,0,2,0,0,3,0,0,0,2,0,0,2,4,5,3,3,3,1,0,1,0,0,0,3,0,0,3,4,3,1,0,0,0,7,0,2,0,1,5,1,0,0,0,2,2,1,0,5,1,0,0,1,0,0,1,2,0,0,5,1,1,0,0,0,1,0,0,1,3,1,2,2,0,0,0,0,5,1,0,1,3,4,1,11,1,0,0,1,1,0,4,2,1,1,0,0,2,2,2,1,1,2,2,3,2,0,0,1,1,6,1,0,0,1,3,0,0,0
nh0021,0,2,0,1,2,2,1,2,1,2,2,3,5,2,1,8,0,0,7,7,0,0,1,1,0,4,5,4,0,2,4,8,6,0,1,0,3,5,0,1,4,2,2,0,12,4,0,0,6,0,3,5,0,3,1,0,1,1,1,0,0,6,0,5,0,2,2,1,1,0,3,2,1,0,3,0,3,1,1,0,1,3,0,0,2,3,0,3,3,1,4,0,1,2,4,0,5,0,0,7,0,2,5,3,1,2,7,3,3,2,0,1,2,6,4,0,0,0,4,9,1,1,4,0,0,3,0,4,0,0,2,3,1,11,1,1,3,0,0,4,2,1,0,1,0,0,0,1,1,2,1,0,1,2,2,1,3,1,0,0,0,0,0,5,2,2,2,3,6,3,3,1,6,1,4,1,2,0,1,2,2,1,3,9,2,0,6,1,2,2,5,1,3,2,2,1,1,2,1,10,0,3,3,0,0,10,2,8,0,3,1,8,0,0,5,2,0,0,3,1,0,2,9,2,8,0,2,6,0,2,10,0,0,6,9,3,3,0,0,0,3,1,0,13,4,2,3,2,4,9,0,1,2,0,14,1,0,0,1,2,0,0,0,3,1,2,2,2,3,0,0,4,2,2,2,12,7,8,0,2,0,1,1,0,3,6,2,1,4,3,3,0,4,2,2,1,0,0,1,1,4,1,1,7,2,0,3,3,1,1,3,5,0,3,0,6,22,3,2,25,4,0,2,3,5,1,3,2,1,0,3,1,0,0,2,1,1,0,2,1,9,1,1,7,3,0,3,1,1,4,5,1,1,1,1,0,4,0,5,1,1,1,2,2,0,0,0,4,4,1,0,0,1,0,0,0,1,0,5,0,0,0,3,2,0,11,0,3,10,7,0,1,2,0,2,1,2,1,1,2,0,3,1,1,0,1,0,7,0,2,1,3,4,1,0,5,0,0,1,6,1,0,1,1,0,2,3,1,2,4,4,1,4,13,1,2,1,2,1,0,3,7,2,1,3,0,1,18,5,12,1,1,4,9,1,1,0,0,1,1,1,3,0,6,3,9,8,0,0,1,1,5,8,6,4,1,1,6,7,2,0,3,2,2,2,6,0,1,3,2,6,2,4,5,0,2,2,3,1,1
